alcohol_no,name,type,rep_ingredients,ingredients,alcohol,size,prize,etc,tags,desc,food,brewery,brewery_address,brewery_page,brewery_tel,sweet,sour,scent,body
182,마주 소곡주,"약주, 청주",쌀,"찹쌀, 백미, 모싯잎, 우리밀 누룩, 정제수, 효모",16,500,,,선물|명절,"""마주 소곡주""는 국내산 찹쌀과 누룩을 주원료로 빚은 오랜 전통과 역사를 자랑하는 전통주이다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급 원료를 사용하기 때문에 그 맛과 향이 뛰어나다. 술 맛이 뛰어나 한번 앉아서 마시기 시작하면 일어날 줄 모른다 하여 ""앉은뱅이술""이라는 별칭도 가지고 있다.",삼겹살,옥순가 소곡주 마주,충청남도 서천군 서초면 시초동로 88-1,https://smartstore.naver.com/oksoonga/products/4785125963,010-5094-8267,2,3,3,2
183,마주 소곡화주,증류주,쌀,"찹쌀, 백미, 모싯잎, 우리밀 누룩, 정제수, 효모",41,500,,,선물,"""마주 소곡화주""는 국내산 찹쌀과 누룩을 주원료로 빚은 소곡주를 동(銅) 증류기를 이용하여 상압식으로 정성스럽게 증류하여 숙성시킨 증류주다. 높은 도수에 비하여 부드럽고 깔끔한 목 넘김이 일품이며 은은한 누룩향이 매력 있다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다.",아귀찜,옥순가 소곡주 마주,충남 서천군 서초면 시초동로 88-1,https://smartstore.naver.com/oksoonga/products/4780697995,010-5094-8267,1,0,3,3
184,막시모 40,증류주,오미자,"오미자 증류원액, 오미자 원액, 정제수",40,500,2017 대한민국 우리술품평회 증류주 우수상,,베리류,"막시모40은 경북 예천의 친환경 오미자를 원료로 국세청으로부터 이전 받은 특허공법과 농업회사법인 착한농부의 주류 생산 역량이 결합하여 탄생한 프리미엄 오미자 증류주이다. 맑고 투명한 주황 빛깔에 오미자 특유의 오묘하고 상큼한 향, 그리고 오미자의 다섯 가지 맛을 느낄 수 있는 제품이다. 다수의 주류품평회에서 수상하여 맛과 품질을 인정 받았다.",불고기,착한농부,경북 예천군 용문면 복천길 16-8,http://www.macatto.co.kr/,054-652-0877,3,1,3,3
185,만강에 비친 달,탁주,쌀,"쌀, 단호박, 곡자",10,500,,2015 찾아가는 양조장,선물|무감미료,오곡밥을 먹는 것처럼 풍부한 곡물향과 질감이 느껴진다. 쌀과 조화를 이룬 호박의 단맛이 인상적인 술이다.,김치찌개,예술주조,강원도 홍천군 내촌면 물걸리 508-2,http://www.ye-sul.co.kr,033-435-1120,3,2,1,4
186,만품 산삼가득,"약주, 청주",산삼,"쌀, 산삼",13,350,"2012 대한민국우리술품평회 우수상 (약주/청주 부문), 2014 대한민국우리술품평회 대상 (약주/청주 부문)",,,"경기도 농업기술원과 대농바이오영농조합법인(우리산삼)이 공동 개발한 술로 그윽한 산삼의 향기와 산양산삼을 곱게 갈아 빚은 맛이 입안에 오랫동안 남는 깔끔한 맛의 약주로 산양산삼조사포닌성분이 1,000mg 함유되어 있어 건강에도 도움이 되는 건강주이다. 대농바이오는 경기도농업기술원의 ‘마이크로웨이브를 이용한 사포닌함량이 증강된 산양산삼의 제조방법’ 기술을 이전받아 사포닌성분을 증대시켜 막걸리, 약주, 리큐르 등의 산삼 건강주 생산에 주력하고 있다.",생선전,대농바이오우리산삼,경기도 광주시 퇴촌면 천진암로 684,http://www.woorisansam.com,031-798-9757,3,1,5,3
187,말이야 막걸리야,탁주,토란,"토란, 쌀, 정제수, 젖산, 효모",6,"200, 3000",,,무감미료,무감미료 무첨가 곡성의 쌀과 토란만을 고집하여 만든 프리미엄생막걸리로 음용성이 좋다. 부드럽고 은은한 요쿠르트 산미의 깔끔한 라이트버젼과 청량감있는 달콤한 스파클링타입으로 두 가지가 있다. 라벨은 친황경 이지컷라벨을 적용하여 분리배출이 용이하다.,"치킨, 피자",시향가,전라남도 곡성군 곡성읍 낙동원로 20,https://smartstore.naver.com/sihyangga,1060000000,4,5,2,3
188,맑은 문희주,"약주, 청주",쌀,"찹쌀, 멥쌀, 전통누룩, 정제수",13,750,,2015 찾아가는 양조장,파티|선물|홈술|무감미료|혼술,"맑은술 문희주는 묵직하고 짙은 맛의 탁주를 자연침전과 오랜 숙성의 기다림으로 맑게 걸러낸 부드럽고 깊은 맛의 술이다. 13%의 도수로 목 넘김이 부드럽고 깔끔한 맛이 일품이다. 프리미엄 전통주 ""문희""는 재료를 세 번 덧담금 하는 전통 삼양주 기법으로 90일에서 100일간을 숙성시켜 빚고 있는데, 인공 감미료를 전혀 쓰지 않고 유기농 햇 찹쌀과 전통누룩 그리고 천연 암반수로만 빚어 숙취가 없고 풍미가 상당히 뛰어나다.",나물 무침,문경주조,경상북도 문경시 동로면 노은리 192번지,https://mgomijasul.modoo.at/,054-552-8285,3,0,4,2
189,맑은내일 Winery 단감명작,과실주,감,"감, 정제수, 설탕, 효소제, 무수구연산, 효모, 무수아황산, 소브산",7,750,,,과일류|선물|예쁜술|기념일,"단감명작은 부드럽고 라이트한 와인으로, 미디엄 스위트의 적절한 당도와 입맛을 돋우어주는 가벼운 산미가 잘 어우러진 밸런스가 좋은 와인입니다.","샐러드, 해산물, 케이크, 마카롱",농업회사법인 우포의아침 주식회사,경상남도 창녕군 대지면 대지농공단지길 40,http://www.good-tomorrow.co.kr,1050000000,3,1,4,4
190,맑은내일 발효 막걸리,탁주,쌀,"정제수, 쌀, 누룩, 정제효소, 아스파탐",7,750,,,탄산,"정제수, 쌀, 누룩, 정제효소, 아스파탐","족발, 모듬전",우포의 아침 주식회사,경남 창녕군 대지면 대지농공단지길 40,http://www.woopo.net/,070-4105-0997,4,3,4,5
191,맑은내일 발효막걸리 Signature,탁주,쌀,"정제수, 백미, 누룩, 정제효소, 아스파탐, 밀",6.5,930,2022 국제주류대상 탁주-생막걸리 부문 “대상” 수상작,5°~10°C의 온도에서 즐기시면 다채로운 풍미를 즐길 수 있다.,,"프리미엄 막걸리 맑은내일 발효막걸리 Signature는 한국 전통 누룩으로 빚어 걸쭉하면서 진하고 누룩 함량이 높아 부드럽고 깊은 향이 일품이다. 묵직한 누룩맛과 부드러운 텍스처, 유산균이 빚어내는 오묘한 산미와 단맛의 조화가 특징이다. 제품이 완성된 후에도 효모는 발효되기 때문에 시간의 경과에 따라 다른 맛과 느낌으로 즐길 수 있다.","해물파전, 두부김치, 떡볶이, 김치전",농업회사법인 우포의아침 주식회사,경상남도 창녕군 대지면 대지농공단지길 40,www.good-tomorrow.co.kr,1050000000,4,4,3,3
192,맑은내일 스파클링 막걸리,탁주,쌀,"정제수, 멥쌀, 누룩, 정제효소, 아스파탐, 밀",5,750,,,,"눈으로, 입으로, 목으로 즐기는 청량한 맑은내일 스파클링을 경험해보세요. 맑은내일 스파클링 막걸리는 자연탄산으로 제조일로부터 15일 전과 후에 다른 매력을 느낄 수 있다는 것이 가장 큰 특징입니다. 제조일로부터 15일 전에는 달콤하고 라이트한 맛과 함께 가벼운 탄산을 느끼실 수 있고, 15일 후에는 풍부한 탄산과 함께 새콤달콤함과 숙성된 바디감의 스파클링 막걸리를 느끼실 수 있습니다.","해물파전, 김치전, 피자, 떡볶이",우포의아침,경상남도 창녕군 대지면 대지농공단지길 40,www.good-tomorrow.co.kr,7040000000,3,1,3,3
193,맑은내일 스파클링막걸리 Signature,탁주,쌀,"정제수, 백미, 누룩, 정제효소, 아스파탐, 밀",6,970,,0°~5°C 조금 차가운 온도로 마시면 풍부한 탄산과 청량감을 더 많이 느낄 수 있다.,탄산,"짜릿한 천연 탄산으로 채워진 축제 같은 술 맑은내일 스파클링막걸리 Signature는 쌀과 누룩이 만들어 내는 순수한 단맛과 과일류의 부드러운 향, 맑은 탄산감이 특징입니다. 가벼운 바디감과 6% 낮은 도수로 부담없이 즐기기 좋은 술이다. 제품이 완성된 후에도 효모는 발효되기 때문에 시간의 경과에 따라 다른 맛과 느낌으로 즐길 수 있다.","회, 해산물",농업회사법인 우포의아침 주식회사,경상남도 창녕군 대지면 대지농공단지길 40,www.good-tomorrow.co.kr,1050000000,3,2,2,4
194,맑은내일 우포,"약주, 청주",쌀,"쌀, 옥수수 전분, 효모, 누룩, 양파, 정제수",12,"325, 500",,,홈술|혼술,"맑은내일 우포는 쌀과 밀누룩을 사용해 만든 약주에 창녕의 특산물 양파를 넣어 완성한 맑고 깔끔한 맛이 매력적인 약주이다. 양파를 원료로 완성해 말간 색을 띠고 있다. 2008년 환경올림픽이라 불리는 람사르총회 공식 건배주로 선정되었다. 제조사 우포의 아침은 술을 비롯해 발효 식초, 건강 음료, 양조발효 장아찌 등 발효식품 전문기업으로 고유의 발효기술을 기반으로 바이오기업으로 도약하고자 하는 미래형 양조장이다.","김치찌개, 된장찌개",우포의아침,"경남 창녕군 대지면 대지농공단지길 40, (2공장) 경남 창원시 의창군 북면 천주로 1173번길29",http://www.woopo.net,070-4105-0997,2,3,3,2
195,맑은내일 운암1945,"약주, 청주",쌀,"정제수, 쌀, 누룩, 효소제",12,750,,,,"우리 전통주를 화이트 와인처럼 특별하게, 맑은내일의 새로운 도전 운암1945입니다. “현대의 다양한 식문화와 가장 잘 어울리는 우리 술을 만들어보자”라는 고민으로 출발하였습니다. 우리 쌀, 물, 누룩 그리고 정성과 기다림의 시간이 더해진 저온 발효와 저온 숙성법으로 오랜 시간 숙성기간을 두어 풍미를 극대화 하였습니다. 특히 위 과정에서 생성된 산뜻한 산미와 신선한 아로마는 전통주 특유의 누룩향을 완전히 잊게 합니다. 운암1945 이름의 유래를 소개해드리겠습니다. 1945년부터 시작된 역사와 전통을 담은 운암1945는 운암서원에서부터 시작되었습니다. 운암서원은 창원의 유일한 사액 서원으로 창원의 산업화로 운암서원은 모두 수용되었고, 맑은내일 2대 대표님(회장님)을 주축으로 운암서원을 복원하여 2000년대 초 창원시에 기증한 서원입니다. 1945년부터 시작된 맑은내일의 전통과 운암서원을 알리기 위해 만들어진 운암1945는 76년의 역사와 기록이 담긴 우리 술 입니다. 칠링온도는 산미의 밸러스가 좋아 향미를 더할 수 있는 7~8°C를 추천합니다. 운암1945는 맑은내일만의 특별한 제조 기술, 스마트팩토리를 통하여 온도, 습도를 포함하여 맛에 영향을 줄 수 있는 모든 시스템을 전산화하여 관리하는 체계적인 관리를 통해 제조하고 있습니다.","한치, 새우, 알리오올리오, 파마산치즈, 체다치즈",우포의아침,경상남도 창녕군 대지면 대지농공단지길 40,www.good-tomorrow.co.kr,7040000000,4,3,3,1
196,맑은내일 유자,"약주, 청주",쌀,"정제수, 쌀, 입국, 주정, 유자과즙, 기타과당, 누룩, 효모, 아밀라아제",7,735,,저온숙성과 이양주(二釀酒) 방식으로 담백하면서 깔끔한 맛이 특징.,,"새콤달콤한 유자의 향미를 담은 전통주 맑은내일 유자는 해풍을 맞고 자란 황금빛 거제도 유자와 국내산 쌀로 빚어 만든 프리미엄 약주입니다. 합성 착향료나 인공첨가물을 넣지 않고 최적의 비율로 배합하여 상큼한 유자의 맛과 독특한 향미를 극대화하였고 가벼운 바디감과 부드러운 목넘김이 특징입니다. 입안 전체에 은은하게 퍼지는 유자의 맛과 향이 매력적인 술, 맑은내일 유자입니다.","알리오올리오, 연어, 샐러드",농업회사법인 맑은내일 주식회사,경상남도 창원시 성산구 삼귀로 411-8 맑은내일,www.good-tomorrow.co.kr,1050000000,4,1,5,3
197,맑은바당,"약주, 청주",쌀,"쌀, 국",15,375,,,,제주 쌀과 전통 누룩으로 손수 술을 빚어 5개월이 넘는 숙성 기간을 거쳐 만들어진 술도가의 대표 술이다. 단 맛이 강한 일반 약주와 달리 은은한 향과 산미가 느껴진다.,"회, 전복",술도가 제주바당,제주 제주시 구좌읍 종달로5길 27,https://jejudoga.modoo.at/?link=bhbi4q29,064-783-1775,3,3,3,4
198,맑은술 해밀,"약주, 청주",쌀,"쌀, 누룩, 정제수",15,500,,,,"""맑은술 해밀""은 40 여년간 약주와 탁주, 한국와인 등 지역 농임산물을 활용하여 다양한 술을 빚어온 내변산양조장에서 2018년 새롭게 선보인 프리미엄 약주이다. 전라북도 부안의 1급수와 국내산 쌀로 빚은 막걸리를 맑게 짜낸 후 100일간 발효하고 이후 오크통에서 다시 한번 100일간 숙성한 제품이다. 오크통 숙성으로 은은한 스모크향이 일품이며 목넘김이 부드러워 색다른 약주의 맛을 경험할 수 있다.",생선요리,내변산양조장,전북 부안군 행안면 부안농공단지길 14-11,https://shopping.naver.com/fresh/traditionalalcohol/stores/100068999,063-582-0027,2,3,2,2
199,매실 막걸리,탁주,매실,"쌀, 매실 과즙",7,750,,,,"매실 막걸리는 백운 복분자주로 유명한 백운주가에서 제조한 제품이다. 저온장기 발효방식의 매실 막걸리는 젊은 소비자의 입맛에 맞게 개발된 제품으로 부드러운 목넘김을 강조한 막걸리이다. 특히 새콤달콤한 맛의 광양에서 재배한 매실을 사용하였다. 매실은 혈압을 낮추고 스트레스 해소에 좋은 식품으로 알려져 있어 ""매실 막걸리""는 웰빙 막걸리라고 말할 수 있다. 냉장 저장고에서 휴면발효공법으로 숙취와 잡냄새를 제거하였다.",더덕구이,백운주가,전라남도 광양시 옥룡면 신재로 946-18,https://shopping.naver.com/fresh/traditionalalcohol/stores/100192629,061-763-6651,4,4,2,2
200,화요 X.Premium,증류주,쌀,쌀,41,"200, 500, 750",,,홈술|칵테일,화요X.Premium은 화요41의 원액을 오크통에 담아 숙성시킨 제품으로 영롱한 황금빛 컬러에 맛과 향의 균형미를 갖춘 최고급 싱글라이스 목통주입니다. 오크통에서 장기간 숙성시켜 원숙하고 부드러운 주질을 가지고 있습니다. 오크의 풍부하고 깊은 향과 곡주의 감미로움이 어우러져 한 번 마셔본 사람이라면 누구나 찬탄하는 오랜 여운을 자랑합니다.,,㈜화요,경기도 여주시 가남읍 경충대로 848,www.hwayo.com,031-881-3057,2,1,5,2
201,매실탁테일,리큐르/기타주류,매실,"백미, 매실천연과즙",7,375,2011 대한민국우리술품평회 최우수상 (기타주류 부문),,홈술|저도수,"탁주(막걸리)와 과실을 이용한 칵테일,제품명 탁테일은 2011년 식품 트렌드에 맞춰 소재(매실)와 색상(초록색)을 중심으로 한 제품의 하나이다. 매실을 전분질 원료대비 20%이상 넣어 본연의 특성을 살린 천연과실탁주이며, 배혜정도가 제품특유의 깔끔한 목 넘김에 과실본연의 풍미를 끌어올려 눈과 코, 입이 모두 즐거운 제품이다.",연어샐러드,배혜정도가,경기도 화성시 정남면 서봉로 835,http://www.baedoga.co.kr/,031-354-9376,3,4,4,3
